date,strategy,normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_kwh,emergency_kwh,emergency_intervals,spill_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,solve_seconds,mip_gap
2025-01-22,warmup,58004.146223647505,13075.371307749549,71079.51753139705,91235.2158186214,2060.212779000003,10,151.27422499999943,24112.565676954735,19867.175670999997,6244.256891388887,5870.926366203703,0.0353625000007014,0.0
2025-01-23,warmup,59776.060423667404,5560.665351041162,65336.72577470857,93857.62739567901,804.1953244999993,3,146.54252602881013,24743.4538196502,19794.099225500002,5870.926366203703,6146.591220000001,0.01904599999943457,0.0
2025-01-24,warmup,41123.03845061583,0.0,41123.03845061583,70377.82730658332,0.0,0,23999.508192181067,17675.99608281893,11127.090118416665,6146.591220000001,9691.55422962963,0.029637099998581107,0.0
2025-01-25,warmup,21809.495129757375,880.4156534916558,22689.91078324903,41350.638584156375,147.94884166666495,2,3194.3469303497886,16734.882653806588,16870.217625,9691.55422962963,6008.262368055554,0.02371830000083719,0.0
2025-01-26,warmup,39572.27461927059,129857.35587799587,169429.63049726645,67880.3848355967,22204.3207435,54,0.0,17132.96255226338,14747.247006499998,6008.262368055554,5042.0986578703705,0.025418000001081964,0.0
2025-01-27,warmup,59154.71518267017,0.0,59154.71518267017,93675.11866471192,0.0,0,4094.9355849794147,24423.94406306585,19038.677766666668,5042.0986578703705,5869.561907222222,0.024283200000354555,0.0
2025-01-28,warmup,55743.456628813816,20080.08366548059,75823.5402942944,88681.29403199587,3273.7719319166677,12,229.2394999999998,24185.915640329215,19440.48854308333,5869.561907222222,6036.343157870371,0.023281800000404473,0.0
2025-01-29,warmup,58696.730158575105,0.0,58696.730158575105,92659.71007829218,0.0,0,6768.411901748961,22330.67703487655,17824.579908333333,6036.343157870371,6328.863702222223,0.0335611999998946,0.0
2025-01-30,warmup,56494.906984855086,3644.490863413319,60139.3978482684,89787.0129312757,594.8305983333298,4,2178.630446090534,24558.527401851847,20097.89710166667,6328.863702222223,6100.541584259257,0.02508749999833526,0.0
2025-01-31,warmup,38360.879534528925,0.0,38360.879534528925,65948.98839032922,0.0,0,20345.234110185185,17986.2552468107,11146.824016666667,6100.541584259257,9902.811287870369,0.021311300000888878,0.0
