date,soc_start_kwh,soc_end_kwh,total_cost_yuan,original_cost_yuan,increase_cost_yuan,decrease_cost_yuan,emergency_cost_yuan,plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh
2025-02-01,9902.8112878703687,6454.1554940443566,20588.349894318242,21375.839322582422,0,-787.4894282641784,0,37342.373934719624,0,15551.608060562086,15700.592743498701,3113.1826843229064
2025-02-02,6454.1554940443566,6715.9157992619866,55880.843704169762,56892.677772834184,212.93435413355454,-1224.7684227979673,0,86621.779439014441,0,22578.78301176531,18053.229964834034,3739.9484420831786
2025-02-03,6715.9157992619866,6419.521373447129,56390.247451453892,58045.119443159994,196.5266844727137,-1851.3986761788208,0,86511.742118701281,0,22583.061588364046,18559.034869808253,2270.7989001454807
2025-02-04,6419.521373447129,6729.1038464671738,58760.63202450989,60287.773593390644,505.1279399006894,-2032.2695087814479,0,89372.615365875477,0,23289.369238887226,18585.76485778061,3474.1470347688633
2025-02-05,6729.1038464671738,5880.2497625370897,58420.958183381066,51647.685518807819,2877.8210058299437,-327.13509365830873,4222.5867524016148,84211.315341473077,646.41651209799454,22954.708099937321,19357.282236486313,511.87900678672702
2025-02-06,5880.2497625370897,5820.6556289625569,58084.359425733783,57059.765161532225,2146.0079749339211,-2502.2156593027998,1380.8019485704494,84837.055630613962,257.78016733504722,23409.83059670377,19015.597503547146,429.54548812571835
2025-02-07,5820.6556289625569,5569.8309185588787,24228.660287421269,20313.884859544814,179.13232502586447,-656.70126798613626,4392.3443708367286,37811.132104255244,854.26100952306706,20474.356054022937,16809.970643121887,3195.3280362105925
2025-02-08,5569.8309185588787,5616.261372648255,26291.755867776323,16258.991152596191,3081.4723969452948,0,6951.2923182348359,35067.075695730644,1094.5744236782948,18704.303302079803,15108.698266004194,988.88236666666683
2025-02-09,5616.261372648255,5687.3016393072694,57820.76727420406,50604.968788048936,2798.6628899422913,-67.779856796180695,4484.9154530090163,83777.1375099078,731.08083755970642,24307.982124053378,19625.529280490122,270.34953723760248
2025-02-10,5687.3016393072694,5538.7049605956454,53956.868381888104,48957.302832332469,1555.6472832014138,-726.84975984569917,4170.7680261999258,77976.977643990787,718.64794803444022,23467.163333851939,19142.139311260529,43.963986100487887
2025-02-11,5538.7049605956454,5802.1781582649655,61355.09253768163,49087.274941477968,3214.7028456987782,-1232.9701735095223,10286.084924014405,78022.906871959945,1866.8319175602971,22930.508832789157,18336.586276656832,75.219100054593014
2025-02-12,5802.1781582649655,5892.7774407186371,55196.66506520017,50814.174639378056,2336.3295777197391,-1315.5851489291285,3361.7459970314999,79394.475791681834,634.37248157890156,23810.651937529496,19205.088715190584,156.54891758850101
2025-02-13,5892.7774407186371,6009.0672647530728,50341.315682733577,46908.859349821345,1488.6312459338981,-566.43042135572068,2510.2555083340599,76084.409744229284,426.789691251303,23393.056988198419,18843.715318809729,632.37874942524695
2025-02-14,6009.0672647530728,5624.4729651877051,21523.470501690012,17145.283389999291,1685.8458354440445,0,2692.341276246676,34994.399705184631,479.54621432589909,18660.10276532346,15460.818109520833,2472.8594470412381
2025-02-15,5624.4729651877051,5642.0985620240108,21440.816762395647,17709.44570482058,1362.718389955472,-156.8536378592116,2525.506305478807,34989.392891483454,486.51919986693412,18139.715464991918,14677.306489490777,2733.4120158492487
2025-02-16,5642.0985620240108,5976.9829827863523,56914.565083097201,51565.595872184786,3226.4474169139635,-2009.2093233766673,4131.7311173751259,79360.780833741621,834.53878787427539,23149.588310125466,18449.770552515518,118.12276400595772
2025-02-17,5976.9829827863523,5845.0532325847171,52267.184981105791,50930.487199629177,2258.7818466993845,-2825.6378286988152,1903.5537634760387,75213.342497592646,290.78540579437964,21789.749181783722,17768.433612426288,298.9491673629326
2025-02-18,5845.0532325847171,6039.5810544033384,50010.702328327636,45339.756231805521,4207.1440842936454,-10.565954977079963,474.36796720555486,76590.54151327243,84.60854792888415,21706.386892627896,17407.098343391837,284.47372863192743
2025-02-19,6039.5810544033384,5819.5001284953496,49856.792214425106,46298.884960114396,2652.6926203425,-24.283572342222271,929.49820631043599,77326.66106231985,203.21812200324223,23788.035020616582,19466.381200016622,328.89798038980439
2025-02-20,5819.5001284953496,6185.8579080876489,48468.469988444609,48000.584454078402,1030.3626856579531,-860.11709035255819,297.63993906081691,76448.471122961011,65.400482036200856,23248.053319569583,18501.201187218299,773.88573931260532
2025-02-21,6185.8579080876489,5672.1466523785657,18129.120648095042,17041.74662495713,1087.3740231379134,0,0,34251.313333896942,0,17685.623706055303,14787.695332042971,5793.1229265512738
2025-02-22,5672.1466523785657,6085.9690066665225,18785.042993097089,17943.173207285185,921.08731926141104,-79.217533449505225,0,35173.366199652432,0,18138.636814323385,14319.855700742786,3509.8222027384954
2025-02-23,6085.9690066665225,6103.8992807680052,48713.050605940938,47577.710475622895,1923.8478944184367,-853.05901279490399,64.551248694504736,76232.757250909024,14.436875361764464,22813.404029470097,18462.720017179447,364.65643064680717
2025-02-24,6103.8992807680052,6168.0981928893689,46362.4974156557,46060.234637176167,755.80830524753515,-648.19585903072186,194.65033226272271,73002.930469031067,43.262046544133796,21511.365281441256,17366.426857058184,698.22047452546394
2025-02-25,6168.0981928893689,5953.4457425676237,46079.711920500224,46973.885820128366,865.01002881473948,-2030.8680928008241,271.68416435794848,70880.984924898454,61.322711515832907,21640.158466457833,17721.715563120415,1202.5414997435387
2025-02-26,5953.4457425676237,6579.7701932575583,46848.931730995231,43287.412304539059,3548.8773991586399,0,12.642027297537549,74610.550493165647,2.8866371269637057,23030.100832547592,18090.689668742605,859.17793315430492
2025-02-27,6579.7701932575583,6213.704890505137,45514.627157751325,43536.564664302088,2105.9013581779286,-190.86028209944908,63.021417370763402,71795.886475531122,14.391737239270014,22567.186231969852,18608.879620372762,895.38740117329917
2025-02-28,6213.704890505137,5912.8102055904055,18131.645784072476,16822.759831207659,814.30975448422134,-57.810836203142699,552.38703458374005,33204.510689053554,118.88049041874577,16873.634762965135,13938.449374425025,7095.6122409321788
2025-03-01,5912.8102055904055,5997.9299645105903,19583.801479852707,18814.293492343888,128.2596140695033,-481.09540884170059,1122.3437822810185,35361.10443269075,209.44653499042516,16699.024661643296,13449.602192902905,8662.362565607451
2025-03-02,5997.9299645105903,6128.9340798529629,50149.265384792852,49017.301868527175,2081.8297353971229,-949.86621913144086,0,78285.293940128118,0,23057.319107902927,18558.524773593235,1428.1925391517709
2025-03-03,6128.9340798529629,5953.8186829946944,51275.984559198499,50821.942335326683,2043.6049238503906,-2176.3955303501766,586.83283037160652,76887.743189045024,124.83864224466927,22829.804849487969,18649.745785257699,815.37613372610804
2025-03-04,5953.8186829946944,6139.0857133177969,47513.352137609872,45426.475572319774,2341.759275072081,-254.88270978198594,0,74426.874117706131,0,21541.837189295686,17282.147796038713,967.72679111583273
2025-03-05,6139.0857133177969,6119.8346845711567,47651.875099428544,47378.906507737767,2621.310038334866,-2351.7081393766321,3.3666927325372762,71430.891591483349,0.71876446040505471,21108.417862570986,17115.144394554474,1307.8648712605791
2025-03-06,6119.8346845711567,6292.898981344928,44430.74604981723,43972.429278488125,939.34040599662001,-481.02363466752206,0,70775.622982871122,0,21649.093001144392,17380.007463830574,565.88331222398267
2025-03-07,6292.898981344928,5777.2174038162493,17198.598106642959,17279.171747917455,0,-619.88437441977692,539.31073314528226,31288.651289845409,113.65045003407135,15724.32126710947,13200.813646134477,7956.5085855711523
2025-03-08,5777.2174038162493,6024.6877104223822,17049.27344155918,15770.452472639428,1279.963241606391,-1.1422726866377766,0,31553.656704784415,0,16017.442411043341,12751.405076999588,9224.4798540739921
2025-03-09,6024.6877104223822,6411.6114980267721,43384.620808939784,44653.071830007488,264.94785658471966,-1533.3988776524302,0,68380.366976434976,0,22480.502631200619,17860.975722428557,427.31501766291109
2025-03-10,6411.6114980267721,6016.7782425157593,45695.452073550157,42381.475650242108,2620.3032251893796,-27.826542053567884,721.49974017224122,72371.436947422975,103.42599486414008,22177.208077693263,18318.888472891456,574.47188748529447
2025-03-11,6016.7782425157593,6418.1105129246889,44444.774564037711,37742.979995696674,6702.6042848078787,-0.80971646684217813,0,69552.40835246694,0,22511.477965842976,17873.098108964779,975.10969558874399
2025-03-12,6418.1105129246889,5928.6408609194268,42327.485265222327,42970.343430546549,663.60111395661329,-1446.6232246283992,140.1639453475693,66105.739228967417,20.092308679410735,21160.991379894916,17580.925704519617,110.23117893819665
2025-03-13,5928.6408609194268,6072.4946635060614,46298.488802927983,43064.906957132727,1637.2099391735151,-109.42628304504392,1705.7981896667827,72673.26724024181,245.56189294366874,22244.986152574573,17888.970361257438,1017.1953252016754
2025-03-14,6072.4946635060614,5806.8052389407303,17326.276082529002,14954.714784601098,1828.5635250188311,-74.631811124756581,617.62958403383061,30320.639834918766,125.14022571853522,15869.661748301638,13093.546498233125,11640.238827235455
2025-03-15,5806.8052389407303,5718.3355831283925,18186.687466680331,14980.729251733683,1244.1152525653783,-51.187245113075946,2013.0302074943463,30480.606928630776,392.36511057770758,15949.566233075861,12998.771339022553,6998.0519951551742
2025-03-16,5718.3355831283925,6431.4713070611633,42829.105911633436,41882.777564824486,1216.9010859959897,-278.03391918703613,7.4611800000004553,69484.123039284968,1.6400000000001,22479.309298037428,17566.418379870818,1221.8251877850334
2025-03-17,6431.4713070611633,6115.34077853706,40137.175580725794,38082.48077787002,3173.336085984814,-1156.4716396514011,37.830356522362237,62086.96303977917,8.3437045704371933,21311.7074989678,17547.000549835619,472.46836188409782
2025-03-18,6115.34077853706,5966.8671370678776,41960.923806839724,43728.807839059373,294.19899994446337,-2062.0830321641056,0,65591.413864615562,0,21732.521737341121,17736.968884568574,469.90264517635711
2025-03-19,5966.8671370678776,6309.4132890523915,41388.271196301444,36328.660746015194,5067.8427090439045,-8.2322587576610129,0,65444.133044354036,0,21941.43335990786,17464.269484739307,1501.4987191854771
2025-03-20,6309.4132890523915,6100.3297099711344,42938.13174167971,41194.53930929186,2022.0567899622051,-683.96442167600412,405.50006410164866,66401.940016695924,83.70404230555009,21175.114953922472,17340.018333850341,441.58562226267975
2025-03-21,6100.3297099711344,5674.3520101993281,18189.08169620833,14579.927128440122,1545.2803508934664,-255.24572470975261,2319.1199415844976,28990.230061178147,469.03598178080375,15797.910383584724,13179.687340498251,14807.578483205813
2025-03-22,5674.3520101993281,6316.1788689453961,16015.014948543299,16048.300388311683,192.11255763543977,-225.39799740382404,0,30552.930148384563,0,16034.676180792423,12410.443533570398,11047.497767829203
2025-03-23,6316.1788689453961,6202.6955359848153,41438.342466224756,41768.072809394442,321.43842046612428,-1684.8390303153719,1033.670266679565,64143.523637106809,152.26043581279956,21125.337198147434,17213.658130163945,1614.3848882694556
2025-03-24,6202.6955359848153,5842.0159443668999,39596.408395612641,39067.741993629883,1309.9430761594745,-781.27667417671933,0,62962.341732828281,0,21370.339825531635,17634.586891136754,1228.0917151000749
2025-03-25,5842.0159443668999,5983.0677539263752,43297.772044726938,43407.040037022016,915.47041117875278,-2236.6031570710152,1211.8647535971838,65205.521752324879,209.49706496659653,21879.806137794338,17595.696343009891,180.78430584036641
2025-03-26,5983.0677539263752,5975.8628195090132,38114.818462626637,37535.024279706566,1315.5381443635242,-1042.1047197527828,306.36075830932521,59901.523596141036,43.916393106267947,21183.543809395702,17165.154926586147,334.49623977109377
2025-03-27,5975.8628195090132,6048.0472270866985,39665.797804323418,39855.210687251834,629.75094915431316,-1033.2311124422708,214.06728035954137,63262.588667512973,45.073896654888259,21807.59677559675,17599.187421413451,382.26380998457057
2025-03-28,6048.0472270866985,5840.2109855343106,15553.492449017591,14754.021114145095,371.48263894041338,-132.13956198246157,560.12825791454429,29079.645657980207,113.84014291112476,15727.60872647846,12926.4156858447,15570.411993590911
2025-03-29,5840.2109855343106,5998.1717646327306,16203.992563352524,13960.908661583924,949.71434475220281,-20.647511443495965,1314.0170684598936,28887.496733482505,266.99413927159333,15991.87914347589,12811.257405026896,18266.659950971774
2025-03-30,5998.1717646327306,6202.2995655808736,39073.94219642548,39209.364113012329,1766.0520018010732,-1901.4739183879212,0,59926.298365329392,0,21074.085398600251,16886.294152012877,392.88741874202822
2025-03-31,6202.2995655808736,6190.0983676167252,38653.130280585843,34191.063182508005,4231.0671518755817,-50.1717307277831,281.17167693003989,61046.157514130675,60.57737478664535,20855.001412875565,16903.532222596943,203.87621530536626
2025-04-01,6190.0983676167252,6113.4517998139982,40534.851034745188,40845.406500719982,890.51163007895229,-1389.002260409266,187.93516435551874,64714.048014426931,32.575462136757004,20436.068144292469,16622.197107899352,723.90092350391217
2025-04-02,6113.4517998139982,6090.2588298742075,40629.407058727134,39508.831747502933,1074.5129540140238,-452.44019634382187,498.50255355399804,65388.342427550087,71.580303916341904,20612.447132055699,16716.955849910926,1129.0960493216548
2025-04-03,6090.2588298742075,6125.0276664732837,39101.913017304083,40838.551705399572,41.784273662792053,-2042.4486840810457,264.02572232276447,60861.898176802555,37.847723956818299,21076.633518856608,17040.781197334683,1000.3633125707781
2025-04-04,6125.0276664732837,5893.796512428994,14841.16750267886,13527.855987738909,549.72221723725806,-39.323052887100843,802.91235058979282,27580.675625431199,170.48367292484534,16176.322604800316,13310.929348528116,18454.963792083847
2025-04-05,5893.796512428994,5856.0497942903339,14789.204506901098,13653.478055295884,894.55462439030134,0,241.17182721491446,28317.413972660994,53.402423530700204,16154.780465010856,13119.344222983593,13291.265170831095
2025-04-06,5856.0497942903339,6161.7972629318529,38022.787666720236,37847.494568838112,1122.4486359379632,-1272.68508666823,325.52954861239238,60322.942553296052,63.109951934857371,21165.410032901986,16868.809404873246,1679.3756105355042
2025-04-07,6161.7972629318529,5804.0522600454024,35068.297104139056,32800.048169903981,2131.4405274550554,0,136.80840678002295,57353.401058246745,21.863514046846241,20740.094045738195,17121.446679645753,513.89792286782381
2025-04-08,5804.0522600454024,5941.6603637203971,38689.325183047637,38826.693391355169,678.82398135551921,-1771.5270014797748,955.33481181672369,59284.591132639427,157.85097387930429,21365.36764868068,17182.100502123852,905.98134329524248
2025-04-09,5941.6603637203971,5987.8195977826645,38898.970545960845,37764.750348972193,1259.8939136765305,-180.68169597303918,55.007979285162357,64574.909688335014,11.789108290862055,21319.831440836308,17227.520156421364,1360.0764955442714
2025-04-10,5987.8195977826645,6189.4508250989156,37878.147990167359,37016.160534527575,1302.3082931006575,-1081.5249204799738,641.2040830190997,59462.083270956704,119.5415777695404,21262.498780918751,17041.155907959561,899.64407576705469
2025-04-11,6189.4508250989156,5648.754443253415,15289.56164449358,12463.589437521325,1539.1429410995704,0,1286.8292658726848,26776.811902813231,271.66525517777018,16031.476127777303,13472.122407160567,19172.473270707596
2025-04-12,5648.754443253415,6040.1441063576794,13944.30675770649,14166.132184427894,26.416235018994595,-248.24166174039703,0,27673.538312648747,0,16111.208917518408,12697.828526396075,15234.99737152641
2025-04-13,6040.1441063576794,6161.9112247381154,36394.842524493957,34218.71628818271,2114.7815748303237,-130.26883506548552,191.61349654640054,58798.559600797584,41.391603619817623,20515.403879642534,16507.886735968059,556.07557740959805
2025-04-14,6161.9112247381154,5988.0000313966793,39323.525632537581,36514.620735648488,2554.0090713279474,-2228.9300865362993,2483.8259120974481,55846.805985364561,359.39692487921894,19457.017400780402,15916.704168639422,137.85787810279976
2025-04-15,5988.0000313966793,6217.3929197266116,34683.314532337958,31783.961664797505,2689.4676834285542,-60.092858042664801,269.97804215455699,55476.673982755579,45.67766719665569,20182.745463117048,16141.570225627869,1341.7475791297261
2025-04-16,6217.3929197266116,5911.5434505903277,36753.780168083438,34604.23253763283,1743.1910038100643,-243.45848837683425,649.81511501737737,59701.05056502005,119.26843649019789,20230.882345921167,16662.279222418809,472.12392800789536
2025-04-17,5911.5434505903277,6117.0275089345287,36439.533573595239,32755.280594974662,2782.8883415805503,-9.2250892095066561,910.58972624953481,57185.747259516793,130.53178415274294,20035.977827872579,16044.20638806701,456.16525386396199
2025-04-18,6117.0275089345287,6008.3874941501299,14381.437334188475,12738.366195451776,1008.9983125703984,-49.16696897337512,683.2397951396747,26792.224452971797,148.90676195880144,15972.406894863625,13035.425598145493,17650.032734879136
2025-04-19,6008.3874941501299,5929.6753300137534,14098.014065025365,12185.477652373982,1166.1814186234817,-41.08889376253353,787.44388779043697,26453.913446087106,159.54693299370621,16182.428786066095,13178.608264436272,16824.96060745099
2025-04-20,5929.6753300137534,6227.8631614824744,34445.75461541985,32951.143812797513,1494.8835270943493,-0.27272447201384353,0,56939.006192308007,0,21605.629377737954,17232.190747645895,607.82267888261958
2025-04-21,6227.8631614824744,5892.0443690833072,34642.404637949556,35059.217332661021,56.382224505934019,-1476.5842629983217,1003.3893437809256,54046.331434844353,171.8595554833114,18869.011857618632,15586.136517830349,2418.4052672060461
2025-04-22,5892.0443690833072,5971.0598287639577,34559.208868899521,31826.942270854084,2732.2665980454331,0,0,56152.316382662815,0,19921.807833807768,16065.550431671705,143.12966386009577
2025-04-23,5971.0598287639577,6129.1946781239776,34318.168234660319,30479.992738982604,3761.7973800865693,0,76.378115591148344,55655.089364744024,15.77306837404269,19576.92794418817,15714.990270368397,409.00804263162388
2025-04-24,6129.1946781239776,5997.7853486203494,33375.363618267991,31198.427319502727,1291.6287063905716,0,885.30759237469113,53339.002498243943,154.19868227954055,19331.677965734365,15776.927548798101,2848.3440635872225
2025-04-25,5997.7853486203494,5660.5372015924204,14113.364575329135,12221.292993470575,417.55321323293219,-280.48628198312645,1755.0046506087524,24807.877643653435,356.43892340466681,15997.278177647275,13261.318656219428,20427.999395630257
2025-04-26,5660.5372015924204,5837.9888954131247,14329.064609890895,12481.303261538877,565.36561663749035,-56.852288320920835,1339.2480200354482,26196.426236101091,276.63707927084442,15978.936414025789,12783.231970922256,23207.165238935071
2025-04-27,5837.9888954131247,6046.2315834801311,35212.639680349806,30576.745501048284,3564.3320111478452,-37.065287166321411,1108.6274553199935,54067.54717374756,166.02582372353206,19426.757371366162,15548.255051546279,1781.5994943178848
2025-04-28,6046.2315834801311,6068.8950709948349,38003.59095989434,36985.091726492494,1620.6553471479447,-829.48317331606029,227.32705956995932,62056.774462023357,48.719901322323039,20360.60619678878,16471.693880635677,1594.6147305259224
