date,strategy,normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_kwh,emergency_kwh,emergency_intervals,spill_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,solve_seconds,mip_gap
2025-06-13,greedy,22411.717523901418,0,22411.717523901418,37446.389946968811,0,0,6335.2386357664327,16026.09365961613,13260.256048413754,7813.0926654035584,7502.9591274872319,0,0
2025-06-14,greedy,22836.634648441723,0,22836.634648441723,38461.86835496105,0,0,9337.1324085302149,15270.70603943435,12339.312843003512,7502.9591274872319,7536.246959640911,0,0
2025-06-15,greedy,54321.037856477175,0,54321.037856477175,85698.375870810298,0,0,10995.385824608369,19777.898914241028,15701.883201372437,7536.246959640911,7889.819092044022,0,0
2025-06-16,greedy,53147.057971065296,0,53147.057971065296,83670.654425777466,0,0,7636.3616280270926,20166.42035487308,16826.180373789364,7889.819092044022,7343.8414405527246,0,0
2025-06-17,greedy,52221.549092514579,159.86034404368539,52381.409436558264,83095.718356496072,23.712874589288049,1,4885.2662701514646,21102.409879857041,17505.256135589807,7343.8414405527246,6885.7257373242828,0,0
2025-06-18,greedy,53403.727999748269,53.446672083581632,53457.174671831854,84806.81351011715,7.9285969564725747,1,10047.307624648722,18675.343448062453,14836.299865637546,6885.7257373242828,7208.7572120943296,0,0
2025-06-19,greedy,51977.978606447803,611.24821138412869,52589.226817831928,82578.076257204928,90.784518480411862,2,11167.568586662719,19110.09053190946,15868.302542886826,7208.7572120943296,6776.391420938593,0,0
2025-06-20,greedy,21417.381814639586,0,21417.381814639586,36344.91131415499,0,0,10991.517713055251,14742.411938353598,11789.599187253862,6776.391420938593,6945.007512952543,0,0
2025-06-21,greedy,21120.394353449967,0,21120.394353449967,36315.396403006038,0,0,13248.307532152881,16651.674105086706,12919.325634233554,6945.007512952543,7576.707947271072,0,0
2025-06-22,greedy,49849.525809512321,4.2578469032741744,49853.783656415595,79717.403757654305,0.6333725404647339,1,9240.8604566220201,18924.596084266934,15904.760510694186,7576.707947271072,6936.8883001177737,0,0
2025-06-23,greedy,49991.120818912183,49.120268093574893,50040.241087005757,80030.818630702677,7.2247863921206772,2,9290.0541709350073,20514.631571011909,16827.928324852117,6936.8883001177737,6702.3585753039233,0,0
2025-06-24,greedy,48594.050340119677,18526.482106602954,67120.532446722631,78156.121399382566,3409.495845791886,14,1319.5739823392469,21830.669433940831,17853.418421105624,6702.3585753039233,6512.8294868444182,0,0
2025-06-25,greedy,50736.570245021227,0,50736.570245021227,81223.120788913628,0,0,6270.2253346045691,21564.175766690838,17048.701679048441,6512.8294868444182,6977.5858112567921,0,0
2025-06-26,greedy,49779.425981925939,270.09051408742573,50049.516496013362,79501.131353664241,40.005361151498846,2,8353.1492110958097,20623.142026706773,16982.538356320183,6977.5858112567921,6668.9265727149132,0,0
2025-06-27,greedy,19390.897652617212,0,19390.897652617212,33603.879999542682,0,0,10596.745663123302,16878.908838740594,13643.420368987883,6668.9265727149132,6700.5885620393547,0,0
2025-06-28,greedy,19018.994743355135,0,19018.994743355135,33742.683365268458,0,0,8930.8363706416385,16490.388306252182,13455.46742829203,6700.5885620393547,6591.4186728973982,0,0
2025-06-29,greedy,49383.676970607077,0,49383.676970607077,79695.775212210632,0,0,6074.9630456752748,20517.784061658887,16164.740428456858,6591.4186728973982,7096.6016301050031,0,0
2025-06-30,greedy,49713.743680477157,497.06996983098838,50210.813650308148,79389.970023095317,73.797866260977798,2,6338.9316417018899,19945.612500739891,16698.460236418803,7096.6016301050031,6493.8081736388976,0,0
