match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,ServeWidth,ServeDepth,ReturnDepth,ace_diff,double_diff,unf_diff,net_diff,break_won_diff,break_missed_diff,ace_diff_cumsum,double_diff_cumsum,unf_diff_cumsum,net_diff_cumsum,break_won_diff_cumsum,break_missed_diff_cumsum
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0760648148148148,3,4,168,1,1,2,1,0,0,2,1,2,84,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.862,16.709,3,108,W,CTL,D,0,0,1,0,0,0,-1,0,-1,-1,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.076412037037037,3,4,169,1,1,2,1,0,15,2,2,1,85,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.561,6.368,2,98,C,NCTL,ND,0,0,-1,0,0,0,-1,0,-2,-1,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0769328703703704,3,4,170,1,1,2,1,15,15,2,1,2,85,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167,0.893,1,114,C,NCTL,,0,0,0,0,0,0,-1,0,-2,-1,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0772337962962963,3,4,171,1,1,2,1,15,30,2,2,1,86,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.519,13.038,2,83,B,NCTL,ND,0,0,0,0,0,0,-1,0,-2,-1,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0777777777777778,3,4,172,1,1,2,1,30,30,2,2,2,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.395,10.159,1,100,W,NCTL,ND,0,0,0,0,0,0,-1,0,-2,-1,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0782638888888889,3,4,173,1,1,2,1,30,40,2,1,2,86,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.603,10.796,3,107,B,NCTL,ND,0,0,0,0,0,0,-1,0,-2,-1,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.078599537037037,3,5,174,1,1,2,2,0,0,1,1,1,87,87,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.46,21.988,5,93,W,NCTL,ND,0,0,0,1,0,0,-1,0,-2,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0789236111111111,3,5,175,1,1,2,2,15,0,1,1,1,88,87,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.001,7.885,3,102,C,CTL,ND,0,0,0,0,0,0,-1,0,-2,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0791782407407407,3,5,176,1,1,2,2,30,0,1,1,1,89,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.516,6.243,1,100,B,NCTL,ND,0,0,0,0,0,0,-1,0,-2,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.079375,3,5,177,1,1,2,2,40,0,1,2,2,89,88,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.541,10.431,4,81,C,NCTL,ND,0,0,0,0,0,0,-1,0,-2,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0797685185185185,3,5,178,1,1,2,2,40,15,1,2,2,89,89,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,10.89,4,83,C,NCTL,D,0,0,0,0,0,0,-1,0,-2,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0801851851851852,3,5,179,1,1,2,2,40,30,1,1,1,90,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975,6.62,1,105,C,CTL,D,0,0,0,0,0,0,-1,0,-2,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0812847222222222,3,6,180,1,1,3,2,0,0,2,2,1,91,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.517,6.736,2,98,W,CTL,D,0,0,0,0,0,0,-1,0,-2,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0817361111111111,3,6,181,1,1,3,2,15,0,2,1,1,92,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.217,5.63,2,105,BW,NCTL,ND,0,0,-1,0,0,0,-1,0,-3,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0820601851851852,3,6,182,1,1,3,2,30,0,2,1,2,92,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.332,22.829,7,104,BW,NCTL,D,0,0,0,0,0,0,-1,0,-3,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0825347222222222,3,6,183,1,1,3,2,30,15,2,1,2,92,91,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.243,9.385,3,111,C,CTL,ND,0,0,0,0,0,0,-1,0,-3,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0828703703703704,3,6,184,1,1,3,2,30,30,2,1,2,92,92,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.047,5.352,3,110,W,CTL,ND,0,0,0,0,0,0,-1,0,-3,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0832060185185185,3,6,185,1,1,3,2,30,40,2,1,1,93,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.942,24.551,6,113,C,NCTL,ND,0,0,-1,0,0,0,-1,0,-4,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0836342592592593,3,6,186,1,1,3,2,40,40,2,2,1,94,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.547,9.1,2,108,W,NCTL,ND,0,0,0,0,0,0,-1,0,-4,0,0,0
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0842013888888889,3,6,187,1,1,3,2,AD,40,2,2,2,94,93,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,1,0,0,0,1,0,75.916,32.88,9,106,C,CTL,ND,0,0,0,-1,0,1,-1,0,-4,-1,0,1
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0849537037037037,3,6,188,1,1,3,2,40,40,2,1,1,95,93,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.937,11.383,2,111,W,CTL,ND,0,0,-1,0,0,0,-1,0,-5,-1,0,1
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0854282407407407,3,6,189,1,1,3,2,AD,40,2,1,2,95,94,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13.604,5.21,3,117,C,CTL,ND,0,0,0,0,0,1,-1,0,-5,-1,0,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0858449074074074,3,6,190,1,1,3,2,40,40,2,1,2,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.806,11.572,3,113,BC,NCTL,ND,0,0,0,0,0,0,-1,0,-5,-1,0,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0862268518518518,3,6,191,1,1,3,2,40,AD,2,2,1,96,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.504,16.28,4,83,BW,NCTL,ND,0,0,0,0,0,0,-1,0,-5,-1,0,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0869907407407407,3,6,192,1,1,3,2,40,40,2,1,1,97,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.529,5.566,2,108,W,CTL,ND,0,0,-1,0,0,0,-1,0,-6,-1,0,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0873611111111111,3,6,193,1,1,3,2,AD,40,2,1,1,98,95,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38.129,34.37,10,114,W,NCTL,ND,0,0,-1,0,1,0,-1,0,-7,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.087962962962963,3,7,194,1,1,4,2,0,0,1,1,1,99,95,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.047,12.987,3,91,W,NCTL,ND,0,0,0,0,0,0,-1,0,-7,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0881828703703704,3,7,195,1,1,4,2,15,0,1,2,1,100,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.359,4.248,1,82,B,NCTL,D,0,0,-1,0,0,0,-1,0,-8,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0884953703703704,3,7,196,1,1,4,2,30,0,1,2,1,101,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.341,11.788,3,83,B,NCTL,ND,0,0,-1,0,0,0,-1,0,-9,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0889814814814815,3,7,197,1,1,4,2,40,0,1,1,2,101,96,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.109,22.268,2,96,C,NCTL,D,0,0,0,0,0,0,-1,0,-9,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0893981481481481,3,7,198,1,1,4,2,40,15,1,2,1,102,96,1,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008,18.142,5,78,BC,NCTL,ND,0,0,0,0,0,0,-1,0,-9,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0905787037037037,3,8,199,1,1,5,2,0,0,2,1,1,103,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.806,26.945,8,104,BC,CTL,ND,0,0,-1,0,0,0,-1,0,-10,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0910069444444444,3,8,200,1,1,5,2,15,0,2,1,2,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.875,5.603,1,103,W,CTL,D,0,0,0,0,0,0,-1,0,-10,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0912847222222222,3,8,201,1,1,5,2,15,15,2,2,1,104,97,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.021,5.322,2,88,BC,NCTL,ND,0,0,0,0,0,0,-1,0,-10,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0918055555555556,3,8,202,1,1,5,2,30,15,2,1,2,104,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.693,12.419,3,95,W,CTL,ND,0,0,0,0,0,0,-1,0,-10,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0921412037037037,3,8,203,1,1,5,2,30,30,2,1,1,105,98,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.403,4.267,2,101,W,CTL,D,0,0,0,0,0,0,-1,0,-10,-1,1,2
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0926273148148148,3,8,204,1,1,5,2,40,30,2,1,2,105,99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.071,0.943,1,102,W,CTL,,-1,0,0,0,0,1,-2,0,-10,-1,1,3
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0929282407407407,3,8,205,1,1,5,2,40,40,2,2,1,106,99,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23.778,12.572,0,0,W,CTL,ND,0,-1,-1,0,0,0,-2,-1,-11,-1,1,3
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0935300925925926,3,8,206,1,1,5,2,AD,40,2,1,2,106,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31.839,13.637,1,104,W,CTL,D,0,0,0,0,0,1,-2,-1,-11,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0938078703703704,3,8,207,1,1,5,2,40,40,2,1,2,106,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.802,5.122,1,103,BC,NCTL,ND,0,0,0,0,0,0,-2,-1,-11,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0941087962962963,3,8,208,1,1,5,2,40,AD,2,2,2,106,102,2,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,7.712,3,84,B,NCTL,ND,0,0,0,0,0,0,-2,-1,-11,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0946759259259259,3,9,209,1,1,5,3,0,0,1,2,1,107,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.066,15.489,5,77,BC,NCTL,ND,0,0,-1,0,0,0,-2,-1,-12,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0950347222222222,3,9,210,1,1,5,3,15,0,1,2,1,108,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,12.988,3,79,B,NCTL,D,0,0,0,0,0,0,-2,-1,-12,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0954282407407407,3,9,211,1,1,5,3,30,0,1,2,1,109,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.607,17.315,5,78,BC,NCTL,D,0,0,0,0,0,0,-2,-1,-12,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0958796296296296,3,9,212,1,1,5,3,40,0,1,1,2,109,103,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.937,20.802,6,108,BC,NCTL,D,0,0,0,0,0,0,-2,-1,-12,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0962615740740741,3,9,213,1,1,5,3,40,15,1,1,2,109,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.986,23.637,6,92,W,NCTL,ND,0,0,1,0,0,0,-2,-1,-11,-1,1,4
2023-wimbledon-2602,Ons Jabeur,Aryna Sabalenka,0.0966550925925926,3,9,214,1,1,5,3,40,30,1,1,1,110,104,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0.929,1,103,W,CTL,,1,0,0,0,0,0,-1,-1,-11,-1,1,4
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0,1,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.368,21.744,6,95,BW,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00025462962962963,1,1,2,0,0,0,0,15,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.527,17.99,5,76,BC,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00111111111111111,1,1,3,0,0,0,0,15,15,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51,14.845,4,73,B,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00144675925925926,1,1,4,0,0,0,0,30,15,2,1,2,2,2,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,41.268,37.207,9,108,C,CTL,D,0,0,0,-1,0,0,0,0,0,-1,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00236111111111111,1,1,5,0,0,0,0,30,30,2,2,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.628,5.56,1,77,W,NCTL,ND,0,0,1,0,0,0,0,0,1,-1,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00266203703703704,1,1,6,0,0,0,0,30,40,2,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.882,5.864,1,108,C,CTL,ND,0,0,0,0,0,0,0,0,1,-1,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00311342592592593,1,2,7,0,0,0,1,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.85,12.916,3,92,C,NCTL,ND,0,0,0,1,0,0,0,0,1,0,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00335648148148148,1,2,8,0,0,0,1,15,0,1,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.07,23.153,6,92,W,CTL,D,0,0,0,0,0,0,0,0,1,0,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00366898148148148,1,2,9,0,0,0,1,15,15,1,1,2,3,6,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.337,34.706,6,104,BC,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0040625,1,2,10,0,0,0,1,15,30,1,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.987,22.393,4,95,C,NCTL,D,0,0,0,-1,0,0,0,0,1,-1,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00435185185185185,1,2,11,0,0,0,1,15,40,1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.486,8.324,1,109,W,CTL,ND,0,0,0,0,0,-1,0,0,1,-1,0,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00457175925925926,1,2,12,0,0,0,1,30,40,1,1,2,4,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,28.77,60.995,8,93,W,CTL,ND,0,0,1,0,-1,0,0,0,2,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00503472222222222,1,3,13,0,0,0,2,0,0,2,1,2,4,9,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.117,14.295,5,95,BW,NCTL,D,0,0,0,0,0,0,0,0,2,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00528935185185185,1,3,14,0,0,0,2,0,15,2,2,1,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.833,6.507,2,76,C,NCTL,ND,0,0,-1,0,0,0,0,0,1,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00561342592592593,1,3,15,0,0,0,2,15,15,2,2,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925,3.115,1,82,BC,NCTL,ND,0,0,0,0,0,0,0,0,1,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00592592592592593,1,3,16,0,0,0,2,15,30,2,2,2,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.922,8.628,3,78,BW,NCTL,ND,0,0,1,0,0,0,0,0,2,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00627314814814815,1,3,17,0,0,0,2,15,40,2,2,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37,15.645,4,78,BC,NCTL,ND,0,0,0,0,0,0,0,0,2,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00666666666666667,1,3,18,0,0,0,2,30,40,2,2,1,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.155,12.642,2,75,BW,NCTL,D,0,0,0,0,0,0,0,0,2,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00701388888888889,1,3,19,0,0,0,2,40,40,2,2,1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.693,26.148,6,80,BW,NCTL,ND,0,0,0,0,0,0,0,0,2,-1,-1,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00743055555555556,1,3,20,0,0,0,2,AD,40,2,2,2,8,12,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,1,0,0,0,1,0,40.648,29.821,9,80,C,NCTL,ND,0,0,0,-1,0,1,0,0,2,-2,-1,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00795138888888889,1,3,21,0,0,0,2,40,40,2,1,2,8,13,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.062,13.535,5,109,C,NCTL,ND,0,0,0,0,0,0,0,0,2,-2,-1,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00825231481481481,1,3,22,0,0,0,2,40,AD,2,1,1,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.671,7.114,2,101,W,CTL,ND,0,0,-1,0,0,0,0,0,1,-2,-1,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.00847222222222222,1,3,23,0,0,0,2,40,40,2,2,1,10,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.403,13.899,4,77,B,NCTL,ND,0,0,-1,0,0,0,0,0,0,-2,-1,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0090162037037037,1,3,24,0,0,0,2,AD,40,2,2,1,11,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,18.107,14.909,4,80,C,NCTL,ND,0,0,-1,0,1,0,0,0,-1,-2,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0102199074074074,1,4,25,0,0,1,2,0,0,1,1,2,11,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.092,15.055,2,91,C,NCTL,D,0,0,1,0,0,0,0,0,0,-2,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0104166666666667,1,4,26,0,0,1,2,0,15,1,1,1,12,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.088,33.733,5,98,C,NCTL,ND,0,0,-1,0,0,0,0,0,-1,-2,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0107060185185185,1,4,27,0,0,1,2,15,15,1,2,1,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.781,27.769,7,75,BC,NCTL,D,0,0,-1,0,0,0,0,0,-2,-2,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0111805555555556,1,4,28,0,0,1,2,30,15,1,2,2,13,15,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.185,106.755,20,93,C,NCTL,D,0,0,0,0,0,0,0,0,-2,-2,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0119097222222222,1,4,29,0,0,1,2,30,30,1,1,2,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.919,44.8,12,111,W,CTL,D,0,0,0,0,0,0,0,0,-2,-2,0,0
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0123958333333333,1,4,30,0,0,1,2,30,40,1,2,1,14,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,50.061,49.797,13,84,BW,NCTL,D,0,0,0,0,0,-1,0,0,-2,-2,0,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0130555555555556,1,4,31,0,0,1,2,40,40,1,1,2,14,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43.118,24.811,6,108,C,NCTL,D,0,0,0,-1,0,0,0,0,-2,-3,0,-1
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0134143518518519,1,4,32,0,0,1,2,40,AD,1,2,1,15,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,12.882,10.497,3,88,C,NCTL,ND,0,0,0,1,0,-1,0,0,-2,-2,0,-2
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0138541666666667,1,4,33,0,0,1,2,40,40,1,1,2,15,18,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.849,86.224,16,104,B,NCTL,D,0,0,0,0,0,0,0,0,-2,-2,0,-2
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0144907407407407,1,4,34,0,0,1,2,40,AD,1,1,1,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.524,11.571,1,109,C,NCTL,ND,0,0,0,0,0,-1,0,0,-2,-2,0,-3
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0147453703703704,1,4,35,0,0,1,2,40,40,1,1,2,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.097,60.468,10,106,C,NCTL,D,0,0,0,0,0,0,0,0,-2,-2,0,-3
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.015150462962963,1,4,36,0,0,1,2,40,AD,1,1,1,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.533,5.767,1,95,W,CTL,D,0,0,0,0,0,-1,0,0,-2,-2,0,-4
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0154166666666667,1,4,37,0,0,1,2,40,40,1,1,1,18,19,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.328,49.427,7,112,BW,NCTL,D,0,0,0,1,0,0,0,0,-2,-1,0,-4
2023-wimbledon-2701,Marketa Vondrousova,Ons Jabeur,0.0158217592592593,1,4,38,0,0,1,2,AD,40,1,1,1,19,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.744,19.043,7,98,B,NCTL,ND,0,0,-1,0,0,0,0,0,-3,-1,0,-4
