date,model,nominal_cost,oracle_lower,regret
2025-09-27,ridge,15892.081516628714,15569.694739188379,322.38677744033521
2025-09-27,gru_mean,15894.331777902607,15569.694739188379,324.63703871422877
2025-09-28,seasonal,48557.722502094402,48060.993387153358,496.72911494104483
2025-09-28,ridge,48540.36927023709,48060.993387153358,479.37588308373233
2025-09-28,gru_mean,48617.495284714583,48060.993387153358,556.50189756122563
2025-09-29,seasonal,47942.30433948779,47411.5138767436,530.79046274418943
2025-09-29,ridge,47960.684401277322,47411.5138767436,549.17052453372162
2025-09-29,gru_mean,47921.014603159172,47411.5138767436,509.50072641557199
2025-09-30,seasonal,49503.420280037652,48936.039430810975,567.38084922667622
2025-09-30,ridge,49553.732493701049,48936.039430810975,617.69306289007363
2025-09-30,gru_mean,49489.725014939075,48936.039430810975,553.68558412809944
2025-10-01,seasonal,47504.971544627624,47035.970858947541,469.00068568008282
2025-10-01,ridge,47534.462648689725,47035.970858947541,498.49178974218376
2025-10-01,gru_mean,47543.771544627627,47035.970858947541,507.80068568008573
2025-10-02,seasonal,41143.774450011348,40875.247988595016,268.52646141633159
2025-10-02,ridge,41184.652317390581,40875.247988595016,309.40432879556465
2025-10-02,gru_mean,41143.774450011348,40875.247988595016,268.52646141633159
2025-10-03,seasonal,13297.161124854836,12920.192567222555,376.96855763228086
2025-10-03,ridge,13390.984696828094,12920.192567222555,470.79212960553923
2025-10-03,gru_mean,13391.623525868137,12920.192567222555,471.430958645582
2025-10-04,seasonal,14887.174186889546,14663.055872904117,224.11831398542927
2025-10-04,ridge,14884.367850107563,14663.055872904117,221.31197720344608
2025-10-04,gru_mean,14885.997619443344,14663.055872904117,222.9417465392271
2025-10-05,seasonal,42445.348911357934,42111.365447032767,333.98346432516701
2025-10-05,ridge,42493.145079383423,42111.365447032767,381.77963235065545
2025-10-05,gru_mean,42369.823818895093,42111.365447032767,258.45837186232529
2025-10-06,seasonal,43467.624412562407,42950.724364029957,516.90004853245046
2025-10-06,ridge,43472.411143445177,42950.724364029957,521.68677941522037
2025-10-06,gru_mean,43471.236752824872,42950.724364029957,520.51238879491575
2025-10-07,seasonal,43177.746484634692,42733.392920970589,444.35356366410269
2025-10-07,ridge,43287.79543860197,42733.392920970589,554.40251763138076
2025-10-07,gru_mean,43249.828618468309,42733.392920970589,516.43569749771996
2025-10-08,seasonal,39006.859862825688,38609.858429519598,397.00143330608989
2025-10-08,ridge,39012.441215156898,38609.858429519598,402.58278563729982
2025-10-08,gru_mean,38984.101377971383,38609.858429519598,374.2429484517852
2025-10-09,seasonal,40213.843026727569,39827.494988367107,386.34803836046194
2025-10-09,ridge,40307.979102546466,39827.494988367107,480.48411417935858
2025-10-09,gru_mean,40230.601146162422,39827.494988367107,403.10615779531508
2025-10-10,seasonal,12572.451172956169,12231.819062381206,340.63211057496301
2025-10-10,ridge,12649.784960946537,12231.819062381206,417.96589856533137
2025-10-10,gru_mean,12552.951172956169,12231.819062381206,321.13211057496301
2025-10-11,seasonal,13606.598166282587,13295.043136040775,311.55503024181235
2025-10-11,ridge,13684.122488274392,13295.043136040775,389.0793522336171
2025-10-11,gru_mean,13649.513726077736,13295.043136040775,354.47059003696086
2025-10-12,seasonal,39915.939990084262,39349.089858533982,566.85013155027991
2025-10-12,ridge,39893.594454324098,39349.089858533982,544.50459579011658
2025-10-12,gru_mean,39898.005021841265,39349.089858533982,548.91516330728336
2025-10-13,seasonal,41402.052257820098,41040.247791528156,361.80446629194194
2025-10-13,ridge,41393.449076870776,41040.247791528156,353.20128534262039
2025-10-13,gru_mean,41374.399076870781,41040.247791528156,334.15128534262476
2025-10-14,seasonal,42046.146620199936,41366.739037763356,679.4075824365791
2025-10-14,ridge,42102.297591133232,41366.739037763356,735.55855336987588
2025-10-14,gru_mean,42060.881406089757,41366.739037763356,694.14236832640017
2025-10-15,seasonal,42230.516884927289,41761.285191944662,469.23169298262656
2025-10-15,ridge,42175.111564748266,41761.285191944662,413.82637280360359
2025-10-15,gru_mean,42230.420339730204,41761.285191944662,469.13514778554236
2025-10-16,seasonal,42234.884892450267,41721.610273658793,513.2746187914745
2025-10-16,ridge,42199.321862803954,41721.610273658793,477.71158914516127
2025-10-16,gru_mean,42277.432212603795,41721.610273658793,555.82193894500233
2025-10-17,seasonal,13523.234402477745,13290.835763164981,232.39863931276341
2025-10-17,ridge,13549.053503705063,13290.835763164981,258.21774054008165
2025-10-17,gru_mean,13551.912965444235,13290.835763164981,261.07720227925347
2025-10-18,seasonal,13666.217789764176,13348.323188614882,317.89460114929352
2025-10-18,ridge,13652.6417977908,13348.323188614882,304.31860917591803
2025-10-18,gru_mean,13715.704044870867,13348.323188614882,367.38085625598433
2025-10-19,seasonal,42995.710360114041,42632.502500460767,363.20785965327377
2025-10-19,ridge,42970.916756485705,42632.502500460767,338.41425602493837
2025-10-19,gru_mean,42999.478655732877,42632.502500460767,366.97615527211019
2025-10-20,seasonal,44913.131079494808,44547.065302334398,366.0657771604092
2025-10-20,ridge,44806.420082732649,44547.065302334398,259.35478039825102
2025-10-20,gru_mean,44913.131079494808,44547.065302334398,366.0657771604092
2025-10-21,seasonal,46545.972957221093,46085.552266767918,460.42069045317476
2025-10-21,ridge,46550.88431457433,46085.552266767918,465.33204780641245
2025-10-21,gru_mean,46545.972957221093,46085.552266767918,460.42069045317476
2025-10-22,seasonal,46364.962049017086,46118.938470625086,246.02357839199976
2025-10-22,ridge,46436.783575837529,46118.938470625086,317.84510521244374
2025-10-22,gru_mean,46432.053775674387,46118.938470625086,313.11530504930124
2025-10-23,seasonal,46828.176008515911,46229.677336951718,598.4986715641935
2025-10-23,ridge,46889.004638008948,46229.677336951718,659.32730105723022
2025-10-23,gru_mean,46853.546011677943,46229.677336951718,623.86867472622544
2025-10-24,seasonal,13308.155533791374,13132.881383465017,175.2741503263569
2025-10-24,ridge,13363.329244086957,13132.881383465017,230.44786062193998
2025-10-24,gru_mean,13308.617298349896,13132.881383465017,175.73591488487909
2025-10-25,seasonal,14215.307203095907,13974.726586939436,240.58061615647057
2025-10-25,ridge,14310.144686271437,13974.726586939436,335.41809933200057
2025-10-25,gru_mean,14298.317765450511,13974.726586939436,323.59117851107476
2025-10-26,seasonal,47270.428145484126,46864.056799683007,406.37134580111888
2025-10-26,ridge,47243.673624219053,46864.056799683007,379.6168245360459
2025-10-26,gru_mean,47255.825743311398,46864.056799683007,391.76894362839084
2025-10-27,seasonal,46660.518813016264,46333.926810024568,326.59200299169606
2025-10-27,ridge,46709.028500608416,46333.926810024568,375.10169058384781
2025-10-27,gru_mean,46729.638570660973,46333.926810024568,395.71176063640451
2025-10-28,seasonal,48522.584979544969,48150.216665084459,372.36831446050928
2025-10-28,ridge,48466.964245465766,48150.216665084459,316.74758038130676
2025-10-28,gru_mean,48483.093291531477,48150.216665084459,332.87662644701777
2025-10-29,seasonal,47976.908966526345,47732.550008280145,244.35895824620093
2025-10-29,ridge,47922.04571717434,47732.550008280145,189.49570889419556
2025-10-29,gru_mean,47974.145788773691,47732.550008280145,241.59578049354604
2025-10-30,seasonal,48743.881556644352,48213.432739082557,530.44881756179529
2025-10-30,ridge,48718.926915308693,48213.432739082557,505.49417622613691
2025-10-30,gru_mean,48788.502685564177,48213.432739082557,575.06994648162072
2025-10-31,seasonal,14348.414124914019,14132.906867568121,215.50725734589832
2025-10-31,ridge,14371.94050742151,14132.906867568121,239.0336398533891
2025-10-31,gru_mean,14367.760555267079,14132.906867568121,234.85368769895831
2025-11-01,seasonal,14750.714007007897,14545.924627005465,204.78938000243215
2025-11-01,ridge,14717.582157689392,14545.924627005465,171.65753068392769
2025-11-01,gru_mean,14736.652596202533,14545.924627005465,190.72796919706889
2025-11-02,seasonal,49606.304834593888,49344.635859841103,261.66897475278529
2025-11-02,ridge,49627.159570935793,49344.635859841103,282.52371109469095
2025-11-02,gru_mean,49637.65326134811,49344.635859841103,293.01740150700789
2025-11-03,seasonal,51171.458778015221,50472.686074113779,698.77270390144258
2025-11-03,ridge,51352.273478738258,50472.686074113779,879.58740462447895
2025-11-03,gru_mean,51267.165535670916,50472.686074113779,794.47946155713726
2025-11-04,seasonal,51606.032760859613,51222.784046191373,383.2487146682397
2025-11-04,ridge,51597.650694769734,51222.784046191373,374.86664857836149
2025-11-04,gru_mean,51565.171767087129,51222.784046191373,342.3877208957565
2025-11-05,seasonal,52415.208013629912,51950.954712616556,464.25330101335567
2025-11-05,ridge,52359.155370965746,51950.954712616556,408.20065834918933
2025-11-05,gru_mean,52393.716010339398,51950.954712616556,442.76129772284185
2025-11-06,seasonal,51388.436797896458,50792.712902856743,595.72389503971499
2025-11-06,ridge,51317.420977513677,50792.712902856743,524.7080746569336
2025-11-06,gru_mean,51376.187147529941,50792.712902856743,583.47424467319797
2025-11-07,seasonal,14943.728930346128,14757.356759720165,186.3721706259621
