date,strategy,soc_start_kwh,soc_end_kwh,original_cost_yuan,increase_cost_yuan,decrease_cost_yuan,emergency_cost_yuan,total_cost_yuan,original_plan_kwh,plan_kwh,increase_kwh,decrease_kwh,emergency_kwh,spill_kwh,emergency_intervals
2025-02-01,q4_2_gru17,9902.8112878703687,7208.1860357492051,18387.429144259288,0,0,0,18387.429144259288,42331.246148632912,42331.246148632912,0,0,0,7357.2083779522327,0
2025-02-02,q4_2_gru17,7208.1860357492051,7249.3922759691186,65516.269977634169,0,0,0,65516.269977634169,92665.477379276548,92665.477379276548,0,0,0,10260.992432963149,0
2025-02-03,q4_2_gru17,7249.3922759691186,6972.1111963333351,64358.088164446657,0,0,0,64358.088164446657,89785.229183819407,89785.229183819407,0,0,0,5793.4599990062288,0
2025-02-04,q4_2_gru17,6972.1111963333351,7111.8167647641394,64067.965598476701,0,0,0,64067.965598476701,90005.601667091629,90005.601667091629,0,0,0,4239.4315801906887,0
2025-02-05,q4_2_gru17,7111.8167647641394,6101.1529311614913,58558.235085054141,0,0,6835.9485081228049,65394.183593176946,83292.717912105611,83292.717912105611,0,0,1236.7003564549836,317.40069082825994,9
2025-02-06,q4_2_gru17,6101.1529311614913,5965.9723348193302,60945.569892276617,0,0,397.59390372326192,61343.163795999877,86547.949964256171,86547.949964256171,0,0,56.458860649377584,1838.8967603184537,3
2025-02-07,q4_2_gru17,5965.9723348193302,5735.1091447757462,16361.223771144712,0,0,1810.5589754042589,18171.782746548972,39483.380897152107,39483.380897152107,0,0,438.14701727820119,4498.6222257458103,5
2025-02-08,q4_2_gru17,5735.1091447757462,5851.8463529404426,14477.863769715737,0,0,5784.7641745824803,20262.62794429822,35454.476705179128,35454.476705179128,0,0,1216.7687199241554,1031.7718409864208,8
2025-02-09,q4_2_gru17,5851.8463529404426,5912.2819434556095,56471.189624130398,0,0,13047.386093980364,69518.575718110762,81747.814622986029,81747.814622986029,0,0,2196.1484823423389,66.625211173447838,17
2025-02-10,q4_2_gru17,5912.2819434556095,5749.3303657633687,55616.427058371999,0,0,1625.7527521648942,57242.179810536894,82073.826974015625,82073.826974015625,0,0,295.82862489234117,4339.4138511516048,9
2025-02-11,q4_2_gru17,5749.3303657633687,5921.9728630209447,54744.293601952581,0,0,3929.9533335605438,58674.246935513125,80693.58872547606,80693.58872547606,0,0,644.5077126286094,1623.9288945696362,9
2025-02-12,q4_2_gru17,5921.9728630209447,6067.3383619151055,55645.589599209743,0,0,715.88337479113602,56361.472974000877,82328.589677709111,82328.589677709111,0,0,129.93583741658946,2719.6386137829995,6
2025-02-13,q4_2_gru17,6067.3383619151055,6194.2909116735382,54802.780861258929,0,0,0,54802.780861258929,81809.771647211659,81809.771647211659,0,0,0,6291.0878300965323,0
2025-02-14,q4_2_gru17,6194.2909116735382,5875.8819714834408,14553.571000993674,0,0,2933.9020205271404,17487.473021520811,35112.187224038906,35112.187224038906,0,0,612.57769394565048,2370.4195694588616,6
2025-02-15,q4_2_gru17,5875.8819714834408,5800.9229067954066,15150.844221230454,0,0,954.76099327277302,16105.605214503226,35562.392348180227,35562.392348180227,0,0,230.21532396727378,2817.8264732884591,8
2025-02-16,q4_2_gru17,5800.9229067954066,6193.3902109201044,53630.100105865138,0,0,5743.5662407431901,59373.666346608326,79679.503010232031,79679.503010232031,0,0,969.02029650599354,602.24731242607163,7
2025-02-17,q4_2_gru17,6193.3902109201044,6099.1541243825623,52461.442397644532,0,0,366.47678006530566,52827.919177709839,78461.653016251628,78461.653016251628,0,0,58.836164965246553,3423.7826713151999,2
2025-02-18,q4_2_gru17,6099.1541243825623,6287.5309767851941,51701.460606204724,0,0,39.49449670846532,51740.955102913191,78231.546655001366,78231.546655001366,0,0,7.7500974702639951,1766.5864026016702,1
2025-02-19,q4_2_gru17,6287.5309767851941,5970.3197031413401,51916.116203979327,0,0,2370.7021257191991,54286.81832969853,78370.955254296685,78370.955254296685,0,0,445.44404825675133,1930.550381331057,8
2025-02-20,q4_2_gru17,5970.3197031413401,6562.377517166301,52336.399154807979,0,0,221.15197004586233,52557.551124853846,78651.489034029684,78651.489034029684,0,0,39.417515381135786,2911.3731407132682,1
2025-02-21,q4_2_gru17,6562.377517166301,6221.331843957646,14615.467965384709,0,0,119.01770359113212,14734.48566897584,34400.04099819214,34400.04099819214,0,0,26.297594926053623,5776.0008596088246,2
2025-02-22,q4_2_gru17,6221.331843957646,6474.7684058295026,15012.47130591409,0,0,0,15012.47130591409,35364.085402477649,35364.085402477649,0,0,0,3659.1720843490921,0
2025-02-23,q4_2_gru17,6474.7684058295026,6659.7223664131006,51490.414962814684,0,0,0,51490.414962814684,77721.532940593461,77721.532940593461,0,0,0,1739.0553291329925,0
