date,strategy,soc_start_kwh,soc_end_kwh,plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,original_plan_kwh,increase_kwh,decrease_kwh,original_cost_yuan,increase_cost_yuan,decrease_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_intervals
2025-02-01,q4_online,9902.8112878703687,6535.7780435262566,37353.843941192354,15624.183605842039,15685.918640641754,0,3037.4030426587287,39992.170686951249,0,2638.3267457589018,17569.36204103678,0,-662.06118288855532,0,16907.300858148228,0
2025-02-02,q4_online,6535.7780435262566,6724.9814623902748,86446.995732985757,22315.517954609968,17905.286466256453,0,3680.4862946322569,90069.18977901226,139.20377504044848,3761.3978210669479,63023.51585666724,224.51175889266474,-1503.2854169588177,0,61744.742198601103,0
2025-02-03,q4_online,6724.9814623902748,6514.9619835752155,86547.680624674409,22612.313250849369,18504.991264121545,0,2223.4421379465853,91634.653981983574,101.37806342432094,5188.3514207334956,65774.430163600176,199.40558185246806,-2259.5432283288578,0,63714.292517123788,0
2025-02-04,q4_online,6514.9619835752155,6658.7069047063387,89197.828485067133,22858.857522599294,18386.30416428742,0,3530.4111767552577,94723.580040905072,325.45795219124489,5851.2095080291747,68217.583300939616,585.2280460876209,-2450.1182712070149,0,66352.693075820222,0
2025-02-05,q4_online,6658.7069047063387,5939.5104361204512,84313.631783409015,23158.61649221792,19405.756180423821,646.41651209799454,458.76100037957519,82948.513100822311,2184.5989207718153,819.48023818511365,58176.02316890817,3317.6454763400243,-375.92146379349128,3993.1210017640228,65110.868183218721,7
2025-02-06,q4_online,5939.5104361204512,5823.9096035227403,85000.817251713393,24249.219449293902,19745.908503266008,257.78016733504677,484.2292563538881,90784.146327570372,1114.2616781266279,6897.5907539836135,64626.605524186212,2145.6118743169627,-2998.8881260251505,1428.6836344270962,65202.012906905118,8
2025-02-07,q4_online,5823.9096035227403,5561.262204354015,38158.854872417745,19963.041822223266,16406.446535252697,854.2610095230641,3650.8409283035749,39691.407774424282,28.778007098472301,1561.3309091050087,16491.791212165488,47.05204160600222,-412.68487225757326,4147.7489737184242,20273.907355232339,8
2025-02-08,q4_online,5561.262204354015,5629.9150761228248,35363.740207499432,20160.431385539261,16268.161837694868,1094.5744236782941,988.88236666666683,33062.230238678094,2301.5099688213381,0,13108.226788951766,2649.5273969538612,0,5535.116050069656,21292.870235975286,8
2025-02-09,q4_online,5629.9150761228248,5693.7244463193119,83306.863265275082,23225.492027194836,18755.220108850979,988.81236686627426,269.98774713083765,81783.648690637783,1758.3246704706198,235.11009583333384,56441.418342937854,2705.2477166858994,-87.307538194375198,5798.3753205609091,64857.733841990288,10
2025-02-10,q4_online,5693.7244463193119,5554.4752049114104,77721.78905264035,21966.8471087219,17918.470475331844,670.28371531478842,17.058551231748424,79023.334634323954,666.68545600517325,1968.2310376887845,53090.265916291733,1192.0320801274679,-707.71777529185078,3821.4924558751118,57396.072677002456,10
2025-02-11,q4_online,5554.4752049114104,5784.4565710254883,77801.28622367054,21850.498276065802,17491.920374110636,1866.3695681875154,88.480756569561891,79181.38312507284,1811.9102739077321,3192.007175310021,53713.225183381786,3305.7775731436145,-1382.9222856471138,10668.481582081931,66304.562052960217,17
2025-02-12,q4_online,5784.4565710254883,5902.3676280306099,79114.651141769689,23008.06034224735,18530.408925915744,771.66523412134313,141.9288262260992,81897.896001316985,1198.1805505434781,3981.4254100907683,55439.304169369207,2306.4389464989308,-1613.8327075102882,4187.4521456970979,60319.36255405494,15
2025-02-13,q4_online,5902.3676280306099,5989.5013500451496,76133.00796897446,23481.793682515883,18941.832533024786,431.78665857594518,695.35446139264832,76704.041357722657,1248.9680378436969,1820.0014265918762,50549.719603817997,1617.7719873171095,-627.32646023788539,2491.7482811244427,54031.913412021662,11
2025-02-14,q4_online,5989.5013500451496,5658.6656455354805,35281.142457845031,19878.433914486373,16399.283604792661,479.54621432589909,2479.7365458105555,33917.950933513472,1363.1915243315614,0,13793.275720680507,1497.8614802531172,0,2287.0546116378919,17578.191812571513,11
2025-02-15,q4_online,5658.6656455354805,5633.3002342640766,35189.484767605521,19264.656303434058,15627.200475925853,486.51919986693497,2758.4570399642521,34433.52466230272,1139.1414748498969,383.18136954709331,14645.425879714458,1255.572776222446,-127.66121228394196,2117.0422535118259,17890.37969716479,8
2025-02-16,q4_online,5633.3002342640766,5979.5900337350413,79216.114371937845,22317.509050971068,17765.521511762694,813.11011361335522,99.857846342845164,83141.830306229473,1639.2525408267263,5564.9684751183495,56541.663835835076,3164.3442974201707,-2358.8649813234174,4409.3858691379619,61756.529021069786,10
