date,strategy,soc_start_kwh,soc_end_kwh,plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,original_plan_kwh,increase_kwh,decrease_kwh,original_cost_yuan,increase_cost_yuan,decrease_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_intervals
2025-02-01,q3_adaptive,9902.8112878703687,6210.8652729379701,36785.8208582195,15524.788134436118,15897.829802332415,0,2780.6865927824629,39992.170686951256,279.62096034335707,3485.9707890751065,21375.839322582422,512.79687917368244,-1155.568905402374,0,20733.067296353729,0
2025-02-02,q3_adaptive,6210.8652729379701,6435.3159394096901,85158.416747420153,24334.197337603597,19508.694243634367,159.53333233699766,2136.169035787927,90566.167765773134,0,5407.7510183529757,57008.228858129281,0,-1964.5000514988769,722.27829258402062,55766.007099214432,4
2025-02-03,q3_adaptive,6435.3159394096901,6262.4487759816848,86251.278149885751,23683.561751274923,19339.265465617897,0,1690.0653642287248,92151.953386339388,163.33757779508846,6064.0128142487165,58178.310843303218,315.5927009367802,-2178.7326332171156,0,56315.170911022884,0
2025-02-04,q3_adaptive,6262.4487759816848,6613.9865979271799,88382.782365491061,24533.468003854083,19555.725043370865,27.985520978571003,2238.16097598642,95004.150271564533,958.29029428690365,7579.658200360378,60362.359926161815,1886.0113669307677,-2906.0356371518474,132.2156563498994,59474.551312290641,2
2025-02-05,q3_adaptive,6613.9865979271799,5972.9053637954785,84811.658807972664,22889.122581909243,19117.16240206502,389.49630224792713,680.76794704303541,82977.194066661308,3039.430163773457,1204.9654224621067,51702.327839448131,3916.567317282686,-455.31837323073387,2563.0503532147559,57726.627136714837,4
2025-02-06,q3_adaptive,5972.9053637954785,5897.8966581475452,84973.124126428404,23534.086928848279,19130.118247450257,79.08541711671684,377.18364548044298,90588.707519042568,1224.3692628907613,6839.9526555049215,57015.71257066726,2243.4616051398702,-2455.8859633766601,428.61245911591828,57231.900671546384,5
2025-02-07,q3_adaptive,5897.8966581475452,5544.6325537684215,38352.038202518233,19864.176008235481,16407.920260611951,918.89572180878008,4008.998510036809,39722.664730687706,855.63035231013237,2226.2568804796115,20277.161041335639,857.29915222587306,-686.62403557703749,4773.2975225747359,25221.133680559215,7
2025-02-08,q3_adaptive,5544.6325537684215,5720.1872914144806,36270.804983492708,18404.811753846596,14749.898256734288,430.99475304571428,1469.7235227594538,32758.161527344237,3512.6434561484739,0,16270.943576961798,4346.7626900357736,0,2491.2534435098823,23108.959710507457,3
2025-02-09,q3_adaptive,5720.1872914144806,5804.7901376070286,85418.044668782837,24214.673971172269,19537.743355076243,340.45626507226677,1526.1543510924114,81875.16037569879,3688.1750502129785,145.29075712894405,50555.557787337748,4439.6841959757194,-36.327611957063453,1996.7611078571481,56955.675479213547,8
2025-02-10,q3_adaptive,5804.7901376070286,5568.8546118287086,78012.414457529172,23121.949871663997,18941.121369248322,571.64361149679758,76.591983276959695,79095.212585245434,672.07454367550872,1754.8726713917677,48901.443578529725,1043.8992734707185,-527.29157145474528,3306.4533422380127,52724.504622783716,9
